*N2O emissions output file

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  SEP 11, 2025 14:40:05

*RUN   1        : DRYLAND  - 0 KG N/HA      CSCER048 KSAS8101    1
 MODEL          : CSCER048 - Wheat
 EXPERIMENT     : KSAS8101 WH N RESPONSE,KANSAS STATE  3FE(N)*2IR  (DSSAT3)
 DATA PATH      :
 TREATMENT  1   : DRYLAND  - 0 KG N/HA      CSCER048
  
!              |------------------------------ Cumulative -----------------------------|------------------------------ Daily ----------------------------------|
!               N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                           Nitrification (g[N]/ha) by soil depth (cm):                             N2O flux (g[N]/ha) by soil depth (cm):                                  N2 flux (g[N]/ha) by soil depth (cm):                                   NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180
@YEAR DOY   DAS   N2OEC    N2EC    NOEC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC  N2OGED   N2GED   NOGED    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   
 1982 170   257    0.79    2.22    4.76    2.97   129.7   0.670   0.130   2.302   4.827     0.9     7.0     6.3     1.2     486    0.05    0.49    1.19    3.77     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.7     0.6     66.    165.     57.     56.     42.     38.     27.     18.     15.     0.1     0.2     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.6     0.5     0.5     1.1     0.3     0.4     0.3     0.3     0.2     0.3     0.4
 1982 171   258    0.79    2.23    4.76    2.97   130.2   0.670   0.131   2.304   4.831     0.9     6.8     6.3     1.2     452    0.05    0.45    1.16    3.53     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.6     0.6     45.    170.     52.     50.     40.     36.     26.     17.     14.     0.0     0.2     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.6     0.5     0.3     1.1     0.3     0.4     0.3     0.3     0.2     0.3     0.3
 1982 172   259    0.79    2.24    4.77    2.98   130.6   0.670   0.131   2.305   4.834     0.9     6.5     6.2     1.2     443    0.05    0.44    1.16    3.47     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.6     0.6     34.    175.     51.     48.     40.     36.     26.     17.     14.     0.0     0.2     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.6     0.5     0.3     1.2     0.3     0.4     0.3     0.3     0.2     0.3     0.3
 1982 173   260    0.79    2.24    4.78    2.98   131.0   0.671   0.131   2.306   4.838     0.9     6.1     6.0     1.2     452    0.05    0.45    1.18    3.54     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.7     0.6     28.    182.     53.     49.     41.     38.     27.     18.     15.     0.0     0.2     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.6     0.5     0.2     1.2     0.3     0.4     0.3     0.3     0.2     0.3     0.4
 1982 174   261    0.79    2.25    4.78    2.98   131.5   0.671   0.132   2.307   4.841     0.6     3.9     3.9     1.2     427    0.05    0.43    1.18    3.32     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.7     0.6     14.    175.     52.     48.     41.     37.     27.     18.     15.     0.0     0.2     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.6     0.5     0.1     1.1     0.3     0.3     0.3     0.3     0.2     0.3     0.4

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  SEP 11, 2025 14:40:07

*RUN   6        : IRRIGATED 180 KG N/HA SPL CSCER048 KSAS8101    6
 MODEL          : CSCER048 - Wheat
 EXPERIMENT     : KSAS8101 WH N RESPONSE,KANSAS STATE  3FE(N)*2IR  (DSSAT3)
 DATA PATH      :
 TREATMENT  6   : IRRIGATED 180 KG N/HA SPL CSCER048
  
!              |------------------------------ Cumulative -----------------------------|------------------------------ Daily ----------------------------------|
!               N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                           Nitrification (g[N]/ha) by soil depth (cm):                             N2O flux (g[N]/ha) by soil depth (cm):                                  N2 flux (g[N]/ha) by soil depth (cm):                                   NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180
@YEAR DOY   DAS   N2OEC    N2EC    NOEC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC  N2OGED   N2GED   NOGED    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   
 1981 279     1    0.00    0.00    0.00    0.00    22.1   0.000   0.023   0.000   0.164     0.3     0.0     1.9     0.0   22094    0.00   22.09    0.00  161.14     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    711.   1453.   2124.   1763.   1775.   3146.   3952.   3717.   3452.     0.7     1.5     2.1     1.8     1.8     3.1     4.0     3.7     3.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.7     9.5    13.2    13.0    13.0    24.1    29.7    27.9    25.9
 1981 280     2    0.00    0.00    0.01    0.00    35.2   0.000   0.036   0.000   0.261     0.5     0.0     3.6     0.0   13146    0.00   13.15    0.00   96.10     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    413.    841.   1193.    991.   1004.   1800.   2348.   2310.   2246.     0.4     0.8     1.2     1.0     1.0     1.8     2.3     2.3     2.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.8     5.5     7.4     7.3     7.4    13.8    17.6    17.4    16.9
 1981 281     3    0.00    0.00    0.01    0.00    43.2   0.000   0.044   0.000   0.319     0.8     0.0     5.1     0.0    7992    0.00    7.99    0.00   58.50     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    250.    522.    686.    572.    583.   1052.   1416.   1446.   1465.     0.3     0.5     0.7     0.6     0.6     1.1     1.4     1.4     1.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.7     3.4     4.3     4.2     4.3     8.1    10.6    10.9    11.0
 1981 282     4    0.00    0.00    0.02    0.00    48.2   0.000   0.049   0.000   0.356     1.0     0.0     6.7     0.0    5005    0.00    5.01    0.00   36.69     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    115.    352.    412.    344.    352.    637.    881.    932.    980.     0.1     0.4     0.4     0.3     0.4     0.6     0.9     0.9     1.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.8     2.3     2.6     2.5     2.6     4.9     6.6     7.0     7.4
 1981 283     5    0.00    0.00    0.03    0.00    51.7   0.000   0.052   0.000   0.381     1.2     0.0     7.9     0.0    3421    0.00    3.42    0.00   25.06     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     84.    271.    275.    229.    235.    420.    588.    634.    685.     0.1     0.3     0.3     0.2     0.2     0.4     0.6     0.6     0.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.6     1.8     1.7     1.7     1.7     3.2     4.4     4.8     5.1
 1981 284     6    0.01    0.00    0.03    0.00    54.0   0.000   0.054   0.000   0.398     1.4     0.0     9.3     0.0    2358    0.00    2.36    0.00   17.26     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     51.    213.    186.    154.    158.    279.    396.    437.    484.     0.1     0.2     0.2     0.2     0.2     0.3     0.4     0.4     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     1.4     1.2     1.1     1.2     2.1     3.0     3.3     3.6
 1981 285     7    0.01    0.00    0.05    0.00    55.8   0.000   0.056   0.000   0.447     1.5     0.0    11.1     0.0    1797    0.00    1.80    0.00   49.20     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     44.    191.    143.    118.    120.    206.    291.    322.    361.     0.0     0.2     0.1     0.1     0.1     0.2     0.3     0.3     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.2     4.7     3.3     3.2     3.3     5.9     8.2     9.1    10.2
 1981 286     8    0.01    0.00    0.06    0.00    57.3   0.000   0.058   0.000   0.480     1.4     0.0    11.1     0.0    1496    0.00    1.50    0.00   32.99     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     79.    189.    120.     97.     98.    161.    224.    247.    280.     0.1     0.2     0.1     0.1     0.1     0.2     0.2     0.2     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.6     3.8     2.3     2.2     2.2     3.8     5.1     5.7     6.4
 1981 287     9    0.01    0.00    0.07    0.00    58.6   0.000   0.059   0.000   0.503     1.7     0.0    13.2     0.0    1283    0.00    1.28    0.00   22.86     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     82.    202.    105.     83.     83.    130.    178.    196.    224.     0.1     0.2     0.1     0.1     0.1     0.1     0.2     0.2     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.3     3.3     1.6     1.5     1.5     2.5     3.3     3.6     4.2
 1981 288    10    0.01    0.00    0.08    0.00    59.6   0.000   0.060   0.000   0.518     1.8     0.0    14.9     0.0    1040    0.00    1.04    0.00   14.95     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     79.    201.     83.     65.     65.     98.    133.    146.    169.     0.1     0.2     0.1     0.1     0.1     0.1     0.1     0.1     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.0     2.7     1.0     1.0     1.0     1.5     2.0     2.2     2.5
 1981 289    11    0.01    0.00    0.10    0.00    60.5   0.000   0.061   0.000   0.528     2.1     0.0    16.9     0.0     849    0.00    0.85    0.00    9.87     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     77.    198.     64.     50.     51.     73.     99.    109.    127.     0.1     0.2     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.8     2.1     0.6     0.6     0.6     0.9     1.2     1.3     1.6
 1981 290    12    0.02    0.00    0.13    0.00    72.4   0.000   0.073   0.000   0.634     3.6     0.0    30.5     0.0   11926    0.00   11.93    0.00  105.88     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   3705.   7783.     50.     40.     41.     55.     75.     82.     96.     3.7     7.8     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    33.3    68.4     0.4     0.4     0.4     0.6     0.7     0.8     1.0
 1981 291    13    0.02    0.00    0.17    0.00    78.4   0.000   0.079   0.000   0.676     4.4     0.0    35.9     0.0    5950    0.00    5.95    0.00   41.77     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2817.   2788.     40.     32.     34.     44.     58.     63.     74.     2.8     2.8     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    19.9    19.1     0.3     0.3     0.3     0.4     0.5     0.5     0.6
 1981 292    14    0.03    0.00    0.21    0.00    85.0   0.000   0.085   0.000   0.719     5.1     0.0    40.9     0.0    6602    0.00    6.60    0.00   43.74     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1848.   4495.     29.     24.     26.     33.     44.     47.     57.     1.8     4.5     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    12.3    29.5     0.2     0.2     0.2     0.3     0.3     0.4     0.4
 1981 293    15    0.03    0.00    0.26    0.00    89.8   0.000   0.090   0.000   0.752     5.9     0.0    46.6     0.0    4871    0.00    4.87    0.00   32.75     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1359.   3301.     23.     20.     22.     27.     36.     38.     45.     1.4     3.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     9.5    21.7     0.1     0.1     0.2     0.2     0.3     0.3     0.3
 1981 294    16    0.04    0.00    0.30    0.00    94.0   0.000   0.094   0.000   0.780     6.2     0.0    48.6     0.0    4147    0.00    4.15    0.00   27.99     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1096.   2855.     23.     19.     22.     26.     33.     34.     39.     1.1     2.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     7.8    18.8     0.1     0.1     0.2     0.2     0.2     0.3     0.3
 1981 295    17    0.04    0.00    0.35    0.00    97.2   0.000   0.098   0.000   0.802     6.2     0.0    48.7     0.0    3209    0.00    3.21    0.00   21.70     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    776.   2256.     21.     18.     20.     24.     30.     30.     34.     0.8     2.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     5.6    14.8     0.1     0.1     0.1     0.2     0.2     0.2     0.3
 1981 296    18    0.05    0.00    0.40    0.00    99.4   0.000   0.100   0.000   0.817     6.0     0.0    47.4     0.0    2220    0.00    2.22    0.00   15.05     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    498.   1571.     17.     15.     17.     21.     26.     25.     29.     0.5     1.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.6    10.3     0.1     0.1     0.1     0.2     0.2     0.2     0.2
 1981 297    19    0.06    0.00    0.45    0.00   101.1   0.000   0.101   0.000   0.828     5.8     0.0    45.2     0.0    1656    0.00    1.66    0.00   11.26     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    348.   1173.     15.     14.     16.     19.     24.     23.     26.     0.3     1.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.5     7.7     0.1     0.1     0.1     0.1     0.2     0.2     0.2
 1981 298    20    0.06    0.00    0.49    0.00   102.4   0.000   0.103   0.000   0.837     5.4     0.0    42.6     0.0    1303    0.00    1.30    0.00    8.88     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    258.    920.     13.     12.     15.     18.     22.     21.     23.     0.3     0.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.9     6.1     0.1     0.1     0.1     0.1     0.2     0.2     0.2
 1981 299    21    0.07    0.00    0.52    0.00   103.5   0.000   0.104   0.000   0.845     4.6     0.0    36.1     0.0    1151    0.00    1.15    0.00    7.81     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    345.    693.     11.     11.     13.     16.     20.     19.     21.     0.3     0.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.4     4.6     0.1     0.1     0.1     0.1     0.2     0.1     0.2
 1981 300    22    0.07    0.00    0.56    0.00   104.5   0.000   0.105   0.000   0.851     4.4     0.0    34.9     0.0     961    0.00    0.96    0.00    6.56     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    285.    570.     10.     10.     12.     15.     19.     18.     20.     0.3     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.0     3.8     0.1     0.1     0.1     0.1     0.1     0.1     0.2
 1981 301    23    0.08    0.00    0.59    0.00   105.4   0.000   0.106   0.000   0.858     4.2     0.0    33.3     0.0     950    0.00    0.95    0.00    6.51     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    274.    565.     11.     11.     13.     17.     20.     19.     21.     0.3     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.9     3.8     0.1     0.1     0.1     0.1     0.2     0.1     0.2
 1981 302    24    0.08    0.00    0.62    0.00   106.4   0.000   0.107   0.000   0.865     3.9     0.0    31.4     0.0    1014    0.00    1.01    0.00    6.97     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    273.    617.     13.     13.     15.     19.     23.     21.     22.     0.3     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.9     4.1     0.1     0.1     0.1     0.1     0.2     0.2     0.2
 1981 303    25    0.08    0.00    0.65    0.00   107.5   0.000   0.108   0.000   0.872     3.6     0.0    29.4     0.0    1023    0.00    1.02    0.00    7.05     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    255.    629.     15.     15.     17.     22.     25.     22.     23.     0.3     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.8     4.2     0.1     0.1     0.1     0.2     0.2     0.2     0.2
 1981 304    26    0.09    0.00    0.68    0.00   108.4   0.000   0.109   0.000   0.879     3.4     0.0    27.3     0.0     976    0.00    0.98    0.00    6.74     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    226.    598.     18.     17.     19.     24.     27.     23.     24.     0.2     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.6     4.0     0.1     0.1     0.1     0.2     0.2     0.2     0.2
 1981 305    27    0.09    0.00    0.71    0.00   109.4   0.000   0.110   0.000   0.885     3.0     0.0    24.7     0.0     965    0.00    0.96    0.00    6.68     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    246.    553.     20.     19.     21.     26.     29.     25.     25.     0.2     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.8     3.7     0.1     0.1     0.2     0.2     0.2     0.2     0.2
 1981 306    28    0.09    0.00    0.72    0.00   109.8   0.000   0.110   0.000   0.887     2.0     0.0    16.1     0.0     368    0.00    0.37    0.00    2.13     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     89.    155.      7.      7.      8.     23.     29.     25.     24.     0.1     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.8     0.0     0.0     0.1     0.2     0.2     0.2     0.2
 1981 307    29    0.09    0.00    0.74    0.00   110.1   0.000   0.111   0.000   0.890     1.9     0.0    15.9     0.0     367    0.00    0.37    0.00    2.17     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     92.    150.      8.      8.      9.     22.     28.     24.     25.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.8     0.0     0.1     0.1     0.2     0.2     0.2     0.2
 1981 308    30    0.10    0.00    0.75    0.00   110.7   0.000   0.111   0.000   0.893     2.1     0.0    17.0     0.0     519    0.00    0.52    0.00    3.38     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    214.    178.     10.     10.     11.     23.     26.     23.     24.     0.2     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.4     1.1     0.1     0.1     0.1     0.2     0.2     0.2     0.2
 1981 309    31    0.10    0.00    0.77    0.00   111.0   0.000   0.111   0.000   0.895     1.6     0.0    13.3     0.0     316    0.00    0.32    0.00    1.86     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     64.    137.      8.      9.     11.     20.     22.     22.     23.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.7     0.0     0.1     0.1     0.1     0.2     0.2     0.2
 1981 310    32    0.10    0.00    0.79    0.23   111.4   0.089   0.112   0.137   1.360     2.5     1.2    18.0   226.4     419   89.01    0.42  137.41  465.12     0.0    22.1    78.9    58.1    42.4    24.9     0.0     0.0     0.0    164.    137.      9.     10.     11.     22.     22.     20.     22.     0.2     7.1    42.2    21.9    12.4     5.6     0.0     0.0     0.0     0.0    15.2    36.7    36.3    29.9    19.3     0.0     0.0     0.0     1.1    37.2   153.5   147.4    83.5    42.0     0.2     0.2     0.2
 1981 311    33    0.10    0.00    0.81    0.30   111.8   0.119   0.112   0.184   1.433     3.8     2.9    22.3    76.4     393   29.64    0.39   46.79   73.52     0.0     2.4    27.6    21.4    16.2     8.9     0.0     0.0     0.0    134.    168.      0.      0.      7.     17.     25.     21.     21.     0.1     0.9    14.4     7.9     4.8     1.9     0.0     0.0     0.0     0.0     1.6    13.2    13.5    11.5     7.0     0.0     0.0     0.0     0.9     5.8     0.0    18.2    33.8    14.4     0.2     0.2     0.2
 1981 312    34    0.11    0.01    0.83    0.33   112.3   0.129   0.113   0.203   1.485     5.1     4.8    27.0    29.3     547   10.29    0.55   19.05   51.79     0.0     0.0     7.5     8.3     6.4     3.4     3.7     0.0     0.0    118.    336.      1.      0.      6.     16.     26.     22.     22.     0.1     0.3     3.9     3.0     1.9     0.7     0.8     0.0     0.0     0.0     0.0     3.6     5.3     4.5     2.7     2.9     0.0     0.0     0.8     2.2    23.1     0.0    13.5     5.6     6.3     0.2     0.2
 1981 313    35    0.11    0.01    0.86    0.55   112.6   0.213   0.113   0.335   1.665     4.5     4.6    20.9   215.7     222   84.16    0.22  131.50  180.02     0.0     0.0    81.1    59.2    48.9    15.0    11.5     0.0     0.0     21.    114.      0.      1.      4.     16.     24.     21.     22.     0.0     0.1    39.7    22.6    16.1     3.3     2.6     0.0     0.0     0.0     0.0    41.4    36.6    32.8    11.7     8.9     0.0     0.0     0.1     0.6    23.4    35.1    76.7    24.7    19.2     0.2     0.2
 1981 314    36    0.12    0.02    0.89    0.79   112.8   0.298   0.113   0.493   1.789     8.1     8.8    33.0   242.5     248   84.50    0.25  158.00  124.28     0.0     0.0    69.2    53.4    48.0    29.6    23.7    18.7     0.0     94.     89.      0.      0.      0.     10.     17.     18.     19.     0.1     0.1    31.7    19.9    16.3     6.7     5.4     4.5     0.0     0.0     0.0    37.5    33.4    31.7    22.9    18.3    14.2     0.0     0.6     0.4     0.0     0.0     0.0    50.3    39.6    33.2     0.1
 1981 315    37    0.13    0.03    0.93    0.88   113.1   0.328   0.113   0.554   1.919    10.5    12.2    37.2    91.5     247   30.00    0.25   61.49  129.01     0.0     0.0    23.8    19.0    17.7    10.7     8.4     6.7     5.1     79.    114.      1.      1.      1.      6.     12.     13.     20.     0.1     0.1    10.5     6.8     5.9     2.3     1.8     1.5     1.2     0.0     0.0    13.3    12.2    11.9     8.4     6.6     5.2     3.9     0.5     0.7    20.2    25.1    31.0    17.7    13.4    11.5     8.9
 1981 316    38    0.14    0.05    0.97    0.92   113.4   0.340   0.114   0.583   1.953    13.3    16.3    42.1    41.6     365   12.57    0.37   29.03   34.39     0.0     0.0     7.8     7.4     7.1     4.2     3.3     6.7     5.1     73.    243.      0.      0.      0.      6.     12.     13.     19.     0.1     0.2     3.4     2.6     2.3     0.9     0.7     1.5     1.2     0.0     0.0     4.4     4.8     4.7     3.3     2.6     5.2     3.9     0.5     1.6     0.0     0.0     0.0     6.9     5.2    11.3     8.9
 1981 317    39    0.16    0.07    1.02    0.96   113.8   0.351   0.114   0.610   2.032    16.1    20.6    47.5    37.6     346   10.78    0.35   26.81   79.40     0.0     0.0     3.5     7.5     7.1     4.3     3.3     6.8     5.1     67.    225.      1.      1.      1.      7.     13.     12.     18.     0.1     0.2     1.5     2.6     2.3     0.9     0.7     1.5     1.2     0.0     0.0     2.0     4.8     4.8     3.4     2.6     5.2     3.9     0.5     1.5     9.2    18.9    16.8     7.0     5.3    11.4     9.0
 1981 318    40    0.18    0.10    1.07    0.99   114.1   0.360   0.115   0.635   2.102    18.4    24.6    52.4    33.9     318    9.18    0.32   24.68   69.41     0.0     0.0     0.0     7.3     7.1     4.3     3.3     6.7     5.1     60.    203.      1.      0.      1.      8.     14.     12.     17.     0.1     0.2     0.0     2.6     2.3     0.9     0.7     1.5     1.2     0.0     0.0     0.0     4.8     4.8     3.4     2.6     5.2     3.9     0.4     1.3     0.0    18.4    16.7     7.0     5.3    11.4     9.0
 1981 319    41    0.20    0.12    1.12    1.03   114.4   0.370   0.115   0.661   2.156    19.9    27.6    55.9    35.8     345    9.69    0.34   26.07   54.39     0.0     0.0     0.0     7.6     7.7     4.6     3.5     7.1     5.4     63.    219.      3.      0.      1.     11.     17.     13.     18.     0.1     0.2     0.0     2.6     2.5     1.0     0.7     1.6     1.3     0.0     0.0     0.0     4.9     5.2     3.6     2.8     5.5     4.1     0.4     1.4     0.0     0.0    18.0     7.5     5.6    12.0     9.4
